,q1c,q1cstd,q1high,q1low,q1range,q1middle,q0c,q0cstd,q0high,q0low,q0spanmean,q0spanstd,q0lixt,q0lixc72,q0lixc288,q0lixd,q0lixm,q0lixtv,q0lixc72v,q0lixc288v,q0lixdv,q0lixmv,m0c,m0cstd,m0high,m0low,m0spanmean,m0spanstd,m0lixt,m0lixc72,m0lixc288,m0lixd,m0lixm,m0lixtv,m0lixc72v,m0lixc288v,m0lixdv,m0lixmv
2015-03-20,2.7429320349712683,0.8242853773283664,3.1956905461013374,-2.769739941183058,5.9654304872843955,0.21297530245913965,4.440649491303961,0.8129396275019679,0.4451986996772664,-0.5351863567189612,0.987037092925965,0.5745935238627555,32.300570202943284,0.0,0.0,-19.985072094174406,1.0,-0.916905664456074,0.0,0.0,-0.6473484231181104,0.0,-1.7689812495489399,0.8932465886434475,0.5931153101677149,-0.571646494178782,1.1731383358925551,0.5913193433497883,5.122899218402196,0.0,0.0,-3.827464936021785,1.0,-2.1624068473466966,0.0,0.0,1.8399016500171066,0.0
2014-12-19,5.399115442468383,0.7566336543671014,5.639381560219081,-0.15015728858399635,5.789538848803078,2.744612135817542,-0.695533134277182,0.820467115361079,0.4875909228071291,-0.5205670791681369,1.0148483845450424,0.5467679962547843,33.21747586739936,0.0,0.0,-19.337723671056295,1.0,-9.253030897847133,0.0,0.0,3.36685651472769,0.0,-0.9214020316352545,1.1154415247124017,0.7313065461775143,-0.6879257962414086,1.4310702763253256,0.5527623779621121,4.23258752521607,-1.3876779500829106,-1.3876779500829106,-2.8624719025396317,1.0,-2.0071147854330746,-1.3876779500829106,-1.3876779500829106,2.6869053703117434,0.0
2014-09-19,1.6205531145387475,0.5483096290695223,1.6690771303579321,-3.4761477320806478,5.14522486243858,-0.9035353008613578,6.168291765930101,0.4628488335225058,0.2291584288401663,-0.409952843466145,0.6420708540700579,0.2813280344818419,42.47050676524649,0.0,0.0,-22.704580185783986,1.0,5.240093973910952,0.0,0.0,-1.6111222863981816,0.0,0.8863011155005873,0.4984933633483962,0.24573086813005585,-0.3430298991661002,0.590982148677047,0.2804091438563842,7.621349352830888,0.0,0.0,-6.110578617098272,1.0,-1.3137851397210518,0.0,0.0,0.9437364901352829,0.0
2014-06-20,5.338090529804762,0.43508630224882705,5.338090529804762,0.0,5.338090529804762,2.669045264902381,4.083694729151266,0.7714934234586478,0.48087973874456724,-0.5142286283555471,1.0003452611826682,0.4379106866217985,37.23041279133554,0.0,0.0,-21.093457899385804,1.0,11.355758805858432,0.0,0.0,-0.49164301209868455,0.0,0.3111519040492672,0.7907197548563468,0.5205000955783996,-0.45396779522973046,0.9788456743502101,0.4260017639415256,5.505403948953355,0.0,0.0,-4.5999844939829115,1.0,-2.0965418067444874,0.0,0.0,1.4678710484187336,0.0
2014-03-21,4.2579681669904,0.7561721718309862,4.901440439226268,-2.7034742370571463,7.604914676283414,1.0989831010845608,1.7343186696634483,0.6305026764805152,0.3266801407328099,-0.38354478528704067,0.7137599023334598,0.4212925335767306,25.874653985477106,0.0,0.0,-20.60181488728712,1.0,0.001869004818122022,0.0,0.0,1.2518227388410352,0.0,-2.775604401264209,0.6855707476436594,0.35893044254077777,-0.3306403844585625,0.6918637189523366,0.4299024213631411,6.470281905712255,0.1549385974229045,0.1549385974229045,-4.493107571333255,1.0,-3.1585277119389197,0.1549385974229045,0.1549385974229045,3.4123083143763893,0.0
2013-12-20,3.3271353264672676,0.5900056024622937,3.3271353264672676,-0.7171391634459345,4.044274489913202,1.3049980815106665,4.026837655226134,0.6763248624872311,0.3567409958670637,-0.4612938214940327,0.8224989510353937,0.3179827995294409,25.872784980658984,0.0,0.0,-21.853637626128155,1.0,1.7330300330416613,0.0,0.0,-0.8595422053007908,0.0,4.020689818235557,0.7573043171098245,0.3304944456869591,-0.5243772686589654,0.8602801617607856,0.32910504974084087,9.474379833964122,0.0,0.0,-7.9778490055753775,1.0,1.011724519589153,0.0,0.0,-1.135804527865603,0.0
2013-09-20,1.0794200800470888,0.6163920973035494,2.002187189995741,-3.6159985385156412,5.618185728511382,-0.8069056742599501,6.914882109634934,0.7698618054933402,0.4363031161384451,-0.5337443970354688,0.9756341218159957,0.4441868480962967,24.139754947617323,0.0,0.0,-20.994095420827364,1.0,4.209929535953265,0.0,0.0,-3.1334676405297976,0.0,5.314763827325897,0.5477366652394023,0.3084123175645974,-0.5156882121251631,0.8289505488728226,0.33170780754264034,10.54106808420469,0.0,0.0,-8.429505192243681,1.0,6.708817286259488,-1.137871795111689,-1.137871795111689,-4.00689484688629,0.0
2013-06-21,0.6440274588180417,0.8671998988148981,5.4934801641563835,0.0,5.4934801641563835,2.7467400820781918,5.274926286126758,0.7301544604752834,0.36779653739851675,-0.5366288930873686,0.9096052855404311,0.43752570705134564,19.92982541166406,0.0,0.0,-17.860627780297566,1.0,2.000436229148349,0.0,0.0,-2.423636996759715,0.0,0.8316424715289816,0.8419818990142532,0.4178306034015576,-0.608105910902327,1.0322954646245845,0.4361834563626776,8.336616907619483,0.0,0.0,-6.891473649384528,1.0,-0.592860362504922,0.0,0.0,0.25510857182644564,0.0
2013-03-15,5.028329520294061,0.6230228021392881,5.198589553003274,0.0,5.198589553003274,2.599294776501637,3.68339454015425,0.810962426874896,0.4737601088577949,-0.5740640528019356,1.0552165064267538,0.5375900297969212,16.95618419173354,0.0,0.0,-14.603623359775975,1.0,-2.206737298734133,0.0,14.69026150882462,-1.8888453365742635,0.0,3.9037834646186598,0.8287948576657121,0.2796300069889494,-0.6286097841367906,0.9166054995434187,0.5253661403628408,7.42011343555411,0.0,0.0,-5.917961376851988,1.0,5.054984479800947,0.014529053713163709,-0.1437386042291211,-3.8746112497155094,1.0
2012-12-21,1.2897205811742696,0.8209322130273078,2.468242381471275,-4.151025007480136,6.619267388951411,-0.8413913130044306,1.8737758077110422,0.6508531987770894,0.42703513846402624,-0.4615222921448772,0.8939345376609975,0.4329047142309153,16.2932556226673,0.0,-13.424138554658827,-11.28516762276367,1.0,2.0283130067280943,0.0,-1.6368582768216289,-0.053195625508529076,0.0,-1.9942179126595794,0.6762669860535904,0.5753340472357794,-0.3932465908607583,0.9724560189709405,0.33722871779636815,4.5675081404563995,0.46810521164553087,0.46810521164553087,-2.768961655181057,1.0,-5.554992243301741,0.46810521164553087,0.46810521164553087,4.835955702721928,0.0
