,nominations,oscars,theaters,title,worldgross,year
513,10,0,2629,American Hustle,251171807,2013-12-31 00:00:00
514,2,2,3550,The Great Gatsby,351040419,2013-12-31 00:00:00
515,2,0,3285,Lone Survivor,149295601,2013-12-31 00:00:00
516,5,0,2557,The Wolf of Wall Street,392000694,2013-12-31 00:00:00
517,6,0,3143,Captain Phillips,218791811,2013-12-31 00:00:00
518,1,0,3345,Jackass Presents: Bad Grandpa,151831537,2013-12-31 00:00:00
519,2,0,3904,The Lone Ranger,260502115,2013-12-31 00:00:00
520,1,0,2671,Saving Mr. Banks,112544580,2013-12-31 00:00:00
521,1,0,3290,Prisoners,122126687,2013-12-31 00:00:00
522,9,3,1474,12 Years a Slave,187733202,2013-12-31 00:00:00
523,2,0,2411,August: Osage County,74188937,2013-12-31 00:00:00
524,4,0,1225,Philomena,100129872,2013-12-31 00:00:00
525,3,1,1283,Blue Jasmine,97505481,2013-12-31 00:00:00
526,6,3,1110,Dallas Buyers Club,55198285,2013-12-31 00:00:00
527,5,1,1729,Her,47351251,2013-12-31 00:00:00
528,1,0,1316,The Book Thief,76586316,2013-12-31 00:00:00
529,6,0,968,Nebraska,17654912,2013-12-31 00:00:00
530,2,0,729,Inside Llewyn Davis,32935319,2013-12-31 00:00:00
531,1,0,1010,Mandela: Long Walk to Freedom,27333835,2013-12-31 00:00:00
532,1,0,897,Before Midnight,11176469,2013-12-31 00:00:00
533,2,0,804,The Grandmaster,64076736,2013-12-31 00:00:00
534,1,0,483,All Is Lost,13627519,2013-12-31 00:00:00
535,1,1,147,20 Feet from Stardom,4946445,2013-12-31 00:00:00
536,1,1,77,The Great Beauty,21352400,2013-12-31 00:00:00
537,1,0,99,No,2343664,2013-12-31 00:00:00
538,1,0,75,Kon-Tiki,22842887,2013-12-31 00:00:00
539,1,0,153,The Invisible Woman,1234254,2013-12-31 00:00:00
540,1,0,47,The Hunt,613308,2013-12-31 00:00:00
541,1,0,29,Act of Killing,486919,2013-12-31 00:00:00
542,1,0,21,Broken Circle Breakdown,5475058,2013-12-31 00:00:00
543,1,0,16,War Witch,70544,2013-12-31 00:00:00
